,content
235,"{'companyShortName': '前海亚农', 'createTime': '2018-12-26 09:20:51', 'companyId': 298284, 'jobNature': '全职', 'companySize': '50-150人', 'approve': 1, 'companyLabelList': [], 'publisherId': 5588579, 'district': '南山区', 'financeStage': '不需要融资', 'industryField': '移动互联网,电子商务', 'workYear': '3-5年', 'education': '大专', 'city': '深圳', 'positionName': '商业数据分析师', 'companyLogo': 'i/image2/M01/B6/94/CgoB5lwOFM2AWvk9AAAzcyeUdMI234.png', 'positionId': 5311198, 'positionAdvantage': '薪资高 老板nice', 'salary': '10k-15k', 'score': 0, 'positionLables': ['电商', '数据运营'], 'industryLables': ['电商', '数据运营'], 'businessZones': ['大冲', '科技园'], 'longitude': '113.94625', 'latitude': '22.543897', 'formatCreateTime': '09:20发布', 'adWord': 0, 'companyFullName': '深圳前海亚农产业链科技有限公司', 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'overSevenDays', 'lastLogin': 1544427421000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': ['数据运营']}"
236,"{'companyShortName': '试金石信用', 'createTime': '2018-12-24 16:46:04', 'companyId': 135243, 'jobNature': '全职', 'companySize': '50-150人', 'approve': 1, 'companyLabelList': ['年终奖金', '绩效奖金', '餐补交通补', '过节费'], 'publisherId': 5746492, 'district': '南山区', 'financeStage': '不需要融资', 'industryField': '数据服务,移动互联网', 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'positionName': '数据分析师', 'companyLogo': 'i/image/M00/46/C5/CgqKkVeNpFqAa0jHAAAlArZ_2a8133.png', 'positionId': 2225601, 'positionAdvantage': '行业前景好、大牛团队', 'salary': '15k-30k', 'score': 0, 'positionLables': [], 'industryLables': [], 'businessZones': ['蛇口', '海上世界'], 'longitude': '113.916355', 'latitude': '22.491449', 'formatCreateTime': '2天前发布', 'adWord': 0, 'companyFullName': '试金石信用服务有限公司', 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 2, 'imState': 'today', 'lastLogin': 1545805044000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '海上世界', 'linestaion': '2号线/蛇口线_海上世界;2号线/蛇口线_水湾', 'thirdType': '数据分析', 'skillLables': []}"
237,"{'companyShortName': 'AKULAKU', 'createTime': '2018-12-25 10:22:54', 'companyId': 107664, 'jobNature': '全职', 'companySize': '500-2000人', 'approve': 1, 'companyLabelList': ['美女如云', '股票期权', '高速发展', '扁平管理'], 'publisherId': 7607347, 'district': '南山区', 'financeStage': 'C轮', 'industryField': '移动互联网,金融', 'workYear': '不限', 'education': '不限', 'city': '深圳', 'positionName': '数据分析师／风控反欺诈／海外消费金融', 'companyLogo': 'i/image/M00/73/04/Cgp3O1gteKCAMVdbAAApNp8Trz8758.png', 'positionId': 5432470, 'positionAdvantage': '海外经验', 'salary': '15k-25k', 'score': 0, 'positionLables': ['MySQL', 'SQLServer'], 'industryLables': [], 'businessZones': None, 'longitude': '113.943847', 'latitude': '22.529035', 'formatCreateTime': '1天前发布', 'adWord': 0, 'companyFullName': '岩心科技（深圳）有限公司', 'hitags': None, 'resumeProcessRate': 56, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545806024000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '深大', 'linestaion': '2号线/蛇口线_后海;2号线/蛇口线_科苑;1号线/罗宝线_深大;11号线/机场线_后海', 'thirdType': '数据分析', 'skillLables': ['MySQL', 'SQLServer']}"
238,"{'companyShortName': '招联金融', 'createTime': '2018-12-24 08:58:29', 'companyId': 38075, 'jobNature': '全职', 'companySize': '500-2000人', 'approve': 1, 'companyLabelList': ['节日礼物', '技能培训', '绩效奖金', '岗位晋升'], 'publisherId': 684124, 'district': '南山区', 'financeStage': '不需要融资', 'industryField': '金融', 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'positionName': '数据分析工程师', 'companyLogo': 'image1/M00/00/5C/CgYXBlTUXTyAYL4UAABHA5aGqRw843.jpg', 'positionId': 422119, 'positionAdvantage': '初创公司，朝阳行业，广阔的发展空间', 'salary': '18k-28k', 'score': 0, 'positionLables': [], 'industryLables': [], 'businessZones': ['科技园', '科技园', '南头'], 'longitude': '113.943551', 'latitude': '22.548179', 'formatCreateTime': '2天前发布', 'adWord': 0, 'companyFullName': '招联消费金融有限公司', 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 2, 'imState': 'today', 'lastLogin': 1545808826000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': []}"
239,"{'companyShortName': '珍爱网', 'createTime': '2018-12-12 16:29:22', 'companyId': 6718, 'jobNature': '全职', 'companySize': '2000人以上', 'approve': 1, 'companyLabelList': ['发展上升型', '朝阳行业', '创业氛围浓厚', '年终分红'], 'publisherId': 193221, 'district': '南山区', 'financeStage': '不需要融资', 'industryField': '社交网络,生活服务', 'workYear': '1-3年', 'education': '本科', 'city': '深圳', 'positionName': '数据分析师', 'companyLogo': 'image1/M00/00/0E/CgYXBlTUWCaARrveAABvE1mqO8Q477.jpg', 'positionId': 5386332, 'positionAdvantage': '发展前景好，团队氛围棒', 'salary': '11k-18k', 'score': 0, 'positionLables': ['大数据', 'MySQL'], 'industryLables': ['大数据', 'MySQL'], 'businessZones': None, 'longitude': '113.94225', 'latitude': '22.519682', 'formatCreateTime': '2018-12-12', 'adWord': 0, 'companyFullName': '深圳市珍爱网信息技术有限公司', 'hitags': None, 'resumeProcessRate': 21, 'resumeProcessDay': 2, 'imState': 'today', 'lastLogin': 1545796229000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '登良', 'linestaion': '2号线/蛇口线_登良;2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_后海', 'thirdType': '数据分析', 'skillLables': ['MySQL']}"
240,"{'companyShortName': '希为科技', 'createTime': '2018-12-25 11:14:42', 'companyId': 165533, 'jobNature': '全职', 'companySize': '15-50人', 'approve': 1, 'companyLabelList': ['股票期权', '带薪年假', '绩效奖金', '弹性工作'], 'publisherId': 6752537, 'district': '福田区', 'financeStage': '不需要融资', 'industryField': '企业服务,金融', 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'positionName': '数据分析师', 'companyLogo': 'i/image2/M01/90/26/CgotOVuiEd6AWn3uAAAYsmvaknc020.png', 'positionId': 4568696, 'positionAdvantage': '技术领先,14薪,六险一金,团队优秀', 'salary': '15k-25k', 'score': 0, 'positionLables': ['SQL'], 'industryLables': [], 'businessZones': ['益田村', '新洲'], 'longitude': '114.045644', 'latitude': '22.507997', 'formatCreateTime': '1天前发布', 'adWord': 0, 'companyFullName': '北京希为科技有限公司', 'hitags': None, 'resumeProcessRate': 24, 'resumeProcessDay': 1, 'imState': 'disabled', 'lastLogin': 1545707661000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '沙尾', 'linestaion': '7号线_沙尾', 'thirdType': '数据分析', 'skillLables': ['SQL']}"
241,"{'companyShortName': '宏禧聚信', 'createTime': '2018-12-25 15:07:24', 'companyId': 335067, 'jobNature': '全职', 'companySize': '50-150人', 'approve': 0, 'companyLabelList': ['绩效奖金', '定期体检', '技能培训', '五险一金'], 'publisherId': 9096551, 'district': '福田区', 'financeStage': '未融资', 'industryField': '广告营销,文化娱乐', 'workYear': '5-10年', 'education': '本科', 'city': '深圳', 'positionName': '数据分析师', 'companyLogo': 'i/image2/M01/B6/EE/CgoB5lwPGeWAJFjQAAAVMwUmcWo062.png', 'positionId': 5379442, 'positionAdvantage': '团队融洽', 'salary': '20k-30k', 'score': 0, 'positionLables': ['数据挖掘', '数据仓库'], 'industryLables': [], 'businessZones': ['上沙', '车公庙'], 'longitude': '114.035963', 'latitude': '22.526226', 'formatCreateTime': '1天前发布', 'adWord': 0, 'companyFullName': '深圳市宏禧聚信广告有限公司', 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545787583000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '车公庙', 'linestaion': '1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_车公庙;7号线_上沙;7号线_沙尾;9号线_下沙;9号线_车公庙', 'thirdType': '数据分析', 'skillLables': ['数据挖掘', '数据仓库']}"
242,"{'companyId': 135959, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545794920000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': None, 'stationname': None, 'linestaion': None, 'thirdType': '数据分析', 'skillLables': ['数据运营'], 'positionName': '数据分析', 'workYear': '3-5年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'i/image/M00/50/6F/CgqKkVez-kSAd4d4AABmZ9mupv0404.png', 'salary': '10k-15k', 'city': '深圳', 'financeStage': 'A轮', 'industryField': '金融', 'approve': 1, 'positionId': 5404644, 'createTime': '2018-12-24 10:31:47', 'positionAdvantage': '扁平化管理 发挥空间大', 'companyShortName': '钱来网', 'companySize': '150-500人', 'companyLabelList': [], 'publisherId': 5449912, 'score': 0, 'district': '福田区', 'positionLables': ['金融', '数据运营'], 'industryLables': ['金融', '数据运营'], 'businessZones': ['香蜜湖', '景田', '莲花北村'], 'longitude': '113.994059', 'latitude': '22.993238', 'formatCreateTime': '2天前发布', 'companyFullName': '深圳钱来网金融信息服务有限公司', 'adWord': 0}"
243,"{'companyId': 11885, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545804184000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': ['BI'], 'positionName': '数据分析专员', 'workYear': '3-5年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'image1/M00/00/17/Cgo8PFTUWEyAdVplAACPfhlUvwM417.png', 'salary': '5k-10k', 'city': '深圳', 'financeStage': '上市公司', 'industryField': '企业服务', 'approve': 1, 'positionId': 5228770, 'createTime': '2018-12-26 09:50:22', 'positionAdvantage': '上市集团,内部正编,大平台,发展空间大', 'companyShortName': '世联行', 'companySize': '2000人以上', 'companyLabelList': ['五险一金', '通讯津贴', '带薪年假', '年底双薪'], 'publisherId': 148159, 'score': 0, 'district': '南山区', 'positionLables': ['大数据', 'BI'], 'industryLables': ['大数据', 'BI'], 'businessZones': ['大冲', '科技园'], 'longitude': '113.94157', 'latitude': '22.541245', 'formatCreateTime': '09:50发布', 'companyFullName': '深圳世联行地产顾问股份有限公司', 'adWord': 0}"
244,"{'companyId': 381230, 'hitags': ['免费休闲游', '免费体检', '5险1金'], 'resumeProcessRate': 100, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545728243000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '南山', 'linestaion': '2号线/蛇口线_后海;2号线/蛇口线_科苑;11号线/机场线_南山;11号线/机场线_后海', 'thirdType': '数据分析', 'skillLables': [], 'positionName': '数据分析经理', 'workYear': '3-5年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'i/image/M00/90/10/CgpEMlryZcuALdF-AAAYWt8YV7E887.png', 'salary': '15k-25k', 'city': '深圳', 'financeStage': '上市公司', 'industryField': '移动互联网,金融', 'approve': 1, 'positionId': 5325323, 'createTime': '2018-12-25 16:57:33', 'positionAdvantage': '上市公司 五险一金 福利待遇高', 'companyShortName': '正源汽车科技有限公司', 'companySize': '15-50人', 'companyLabelList': ['""""'], 'publisherId': 10765443, 'score': 0, 'district': '南山区', 'positionLables': ['汽车', '互联网金融'], 'industryLables': ['汽车', '互联网金融'], 'businessZones': ['后海'], 'longitude': '113.937833', 'latitude': '22.522872', 'formatCreateTime': '1天前发布', 'companyFullName': '深圳正源汽车科技有限公司', 'adWord': 0}"
245,"{'companyId': 77018, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'sevenDays', 'lastLogin': 1545206620000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': ['数据运营'], 'positionName': '数据分析师', 'workYear': '1-3年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'image2/M00/05/D0/CgqLKVX3_GyAIo_5AAAUeKYKET4379.png', 'salary': '10k-13k', 'city': '深圳', 'financeStage': 'B轮', 'industryField': 'O2O', 'approve': 1, 'positionId': 5329879, 'createTime': '2018-11-26 11:15:04', 'positionAdvantage': '团队氛围好,双休,有付出有收,妹子帅哥多', 'companyShortName': '点点租', 'companySize': '150-500人', 'companyLabelList': ['股票期权', '绩效奖金', '岗位晋升', '六险一金'], 'publisherId': 11088230, 'score': 0, 'district': '南山区', 'positionLables': ['移动互联网', '房产服务', '数据运营'], 'industryLables': ['移动互联网', '房产服务', '数据运营'], 'businessZones': ['大冲', '科技园'], 'longitude': '113.94208', 'latitude': '22.548685', 'formatCreateTime': '2018-11-26', 'companyFullName': '深圳爱布丁梦想科技有限公司', 'adWord': 0}"
246,"{'companyId': 56521, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'disabled', 'lastLogin': 1545722733000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': [], 'positionName': '数据分析专员', 'workYear': '不限', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'i/image/M00/2E/5C/Cgp3O1c-0TOACNhHAAAQbvzoocM511.png', 'salary': '5k-8k', 'city': '深圳', 'financeStage': '不需要融资', 'industryField': '移动互联网,游戏', 'approve': 1, 'positionId': 3966634, 'createTime': '2018-12-24 16:46:18', 'positionAdvantage': '4A公司,平台大,晋升快', 'companyShortName': '蓝色光标SNK', 'companySize': '150-500人', 'companyLabelList': ['节日礼物', '岗位晋升', '领导好', '美女多'], 'publisherId': 7874903, 'score': 0, 'district': '南山区', 'positionLables': ['广告营销', '游戏'], 'industryLables': ['广告营销', '游戏'], 'businessZones': ['科技园', '南山医院', '大冲'], 'longitude': '113.9446', 'latitude': '22.548341', 'formatCreateTime': '2天前发布', 'companyFullName': '北京思恩客科技有限公司', 'adWord': 0}"
